"","Counts","Word","cDis"
"64269",13,"r.i",13
"64270",749,"r.i.p",749
"64271",16,"r.j",16
"64272",13,"r.kelli",13
"64273",16,"r.l",16
"64274",6,"r.m",6
"64275",7,"r.p",7
"64276",25,"r.r",25
"64277",13,"r.s",13
"64278",7,"r.s.v.p",7
"64279",7,"r.t",7
"64280",6,"r.u",6
"64281",9,"r.w",9
"64282",30,"r1",30
"64283",5,"r100",4.26751071846172
"64284",5,"r11",4.26751071846172
"64285",8,"r12",8
"64286",5,"r17",4.26751071846172
"64287",16,"r18",16
"64288",29,"r2",29
"64289",6,"r2-d2",6
"64290",26,"r20",26
"64291",7,"r22",7
"64292",6,"r24",6
"64293",7,"r27",7
"64294",10,"r29",10
"64295",11,"r2d2",11
"64296",6,"r2k",6
"64297",9,"r3",9
"64298",5,"r31",4.26751071846172
"64299",5,"r35",4.26751071846172
"64300",17,"r4",17
"64301",43,"r5",43
"64302",8,"r59",8
"64303",13,"r6",13
"64304",6,"r7",6
"64305",22,"r8",22
"64306",8,"r81",8
"64307",13,"r83",13
"64308",9,"r85",9
"64309",218,"ra",218
"64310",21,"raa",21
"64311",9,"raab",9
"64312",6,"raad",6
"64313",6,"raaheeji",6
"64314",15,"raam",15
"64315",15,"rab",15
"64316",5,"rabat",4.26751071846172
"64317",13,"rabb",13
"64318",5,"rabbah",4.26751071846172
"64319",9,"rabbani",9
"64320",225,"rabbi",225
"64321",45,"rabbin",45
"64322",938,"rabbit",938
"64323",7,"rabbit’",7
"64324",29,"rabbl",29
"64325",6,"rabble-r",6
"64326",5,"rabble-rous",4.26751071846172
"64327",19,"rabe",19
"64328",16,"rabenu",16
"64329",71,"rabi",71
"64330",135,"rabid",135
"64331",16,"rabin",16
"64332",11,"rabindranath",11
"64333",5,"rabinowitz",4.26751071846172
"64334",27,"raburn",27
"64335",35,"rac",35
"64336",153,"raccoon",153
"64337",8703,"race",8703
"64338",8,"race-bait",8
"64339",8,"race-bas",8
"64340",6,"race-rel",6
"64341",19,"racecar",19
"64342",26,"racecours",26
"64343",37,"racehors",37
"64344",146,"racer",146
"64345",58,"racetrack",58
"64346",5,"racetweep",4.26751071846172
"64347",27,"raceway",27
"64348",7,"race’",7
"64349",34,"rach",34
"64350",96,"rachael",96
"64351",19,"racheal",19
"64352",1137,"rachel",1137
"64353",36,"rachell",36
"64354",16,"rachel’",16
"64355",25,"rachet",25
"64356",11,"rachmaninoff",11
"64357",6,"rachmaninov",6
"64358",37,"raci",37
"64359",881,"racial",881
"64360",6,"racialist",6
"64361",10,"racially-motiv",10
"64362",70,"racin",70
"64363",5,"racing’",4.26751071846172
"64364",8,"racino",8
"64365",723,"racism",723
"64366",1241,"racist",1241
"64367",1508,"rack",1508
"64368",127,"racket",127
"64369",5,"rackin",4.26751071846172
"64370",6,"racknin",6
"64371",19,"rackspac",19
"64372",16,"raconteur",16
"64373",22,"racoon",22
"64374",25,"racquet",25
"64375",46,"racquetbal",46
"64376",472,"rad",472
"64377",5,"rada",4.26751071846172
"64378",547,"radar",547
"64379",67,"radcliff",67
"64380",9,"raddest",9
"64381",6,"radeb",6
"64382",6,"radek",6
"64383",11,"radelet",11
"64384",7,"radeon",7
"64385",10,"rader",10
"64386",24,"radford",24
"64387",21,"radha",21
"64388",6,"radhanath",6
"64389",10,"radi",10
"64390",22,"radial",22
"64391",8,"radian6",8
"64392",49,"radianc",49
"64393",151,"radiant",151
"64394",633,"radiat",633
"64395",1192,"radic",1192
"64396",19,"radicalis",19
"64397",12,"radicchio",12
"64398",5,"radin",4.26751071846172
"64399",6014,"radio",6014
"64400",226,"radioact",226
"64401",5,"radiobedlam",4.26751071846172
"64402",6,"radiograph",6
"64403",142,"radiohead",142
"64404",31,"radiokolamerica.com",31
"64405",9,"radiolab",9
"64406",28,"radiolog",28
"64407",19,"radiologist",19
"64408",6,"radioman",6
"64409",6,"radioshack",6
"64410",5,"radiotherapi",4.26751071846172
"64411",12,"radiothon",12
"64412",14,"radio’",14
"64413",152,"radish",152
"64414",18,"radisson",18
"64415",10,"radium",10
"64416",125,"radius",125
"64417",6,"radix",6
"64418",7,"radk",7
"64419",21,"radley",21
"64420",5,"radmach",4.26751071846172
"64421",5,"radner",4.26751071846172
"64422",12,"radnet",12
"64423",11,"radnor",11
"64424",5,"rado",4.26751071846172
"64425",6,"radom",6
"64426",20,"radon",20
"64427",20,"radulov",20
"64428",162,"rae",162
"64429",6,"raegan",6
"64430",10,"raekwon",10
"64431",19,"raelynn",19
"64432",61,"raf",61
"64433",47,"rafa",47
"64434",118,"rafael",118
"64435",21,"rafe",21
"64436",5,"rafer",4.26751071846172
"64437",5,"raferti",4.26751071846172
"64438",16,"raff",16
"64439",21,"rafferti",21
"64440",38,"raffi",38
"64441",20,"raffia",20
"64442",419,"raffl",419
"64443",16,"raffle-o-tron",16
"64444",42,"rafflecopt",42
"64445",14,"rafi",14
"64446",180,"raft",180
"64447",73,"rafter",73
"64448",9,"rafteri",9
"64449",481,"rag",481
"64450",10,"rag-tag",10
"64451",12,"raga",12
"64452",5,"ragamuffin",4.26751071846172
"64453",6,"ragan",6
"64454",6,"ragazza",6
"64455",5,"ragazzi",4.26751071846172
"64456",11,"ragdol",11
"64457",1337,"rage",1337
"64458",7,"ragen",7
"64459",31,"rager",31
"64460",6,"ragg",6
"64461",8,"ragga",8
"64462",40,"raggedi",40
"64463",11,"raghav",11
"64464",13,"ragin",13
"64465",20,"raglan",20
"64466",14,"ragnar",14
"64467",19,"ragnarok",19
"64468",14,"ragout",14
"64469",6,"ragsdal",6
"64470",12,"ragtag",12
"64471",34,"ragtim",34
"64472",23,"ragu",23
"64473",8,"ragusa",8
"64474",55,"rah",55
"64475",6,"rah-rah",6
"64476",5,"raha",4.26751071846172
"64477",9,"rahab",9
"64478",9,"rahal",9
"64479",6,"rahan",6
"64480",23,"raheem",23
"64481",10,"rahim",10
"64482",69,"rahm",69
"64483",36,"rahman",36
"64484",5,"rahn",4.26751071846172
"64485",18,"rahr",18
"64486",20,"rahul",20
"64487",5,"rahway",4.26751071846172
"64488",28,"rai",28
"64489",5,"raibon",4.26751071846172
"64490",646,"raid",646
"64491",427,"raider",427
"64492",5,"raigan",4.26751071846172
"64493",52,"raighan",52
"64494",7,"raighan’",7
"64495",9,"raikkonen",9
"64496",1043,"rail",1043
"64497",6,"railcorp",6
"64498",350,"railroad",350
"64499",7,"railsconf",7
"64500",274,"railway",274
"64501",22,"railyard",22
"64502",28,"raimi",28
"64503",5,"raimi’",4.26751071846172
"64504",5,"raimondi",4.26751071846172
"64505",9449,"rain",9449
"64506",13,"rain-soak",13
"64507",24,"raina",24
"64508",9,"rainboot",9
"64509",1117,"rainbow",1117
"64510",18,"raincheck",18
"64511",5,"raincloud",4.26751071846172
"64512",57,"raincoat",57
"64513",9,"raindanc",9
"64514",80,"raindrop",80
"64515",44,"rainer",44
"64516",32,"rainey",32
"64517",110,"rainfal",110
"64518",6,"rainford",6
"64519",100,"rainforest",100
"64520",1240,"raini",1240
"64521",57,"rainier",57
"64522",5,"rainiest",4.26751071846172
"64523",20,"rainin",20
"64524",18,"rainmak",18
"64525",13,"rainn",13
"64526",14,"rainout",14
"64527",53,"rainstorm",53
"64528",5,"raintre",4.26751071846172
"64529",32,"rainwat",32
"64530",7,"rainy-day",7
"64531",8,"raiola",8
"64532",8,"raipur",8
"64533",7717,"rais",7717
"64534",48,"raiser",48
"64535",465,"raisin",465
"64536",5,"raisinet",4.26751071846172
"64537",25,"raison",25
"64538",6,"rait",6
"64539",10,"raita",10
"64540",24,"raitt",24
"64541",68,"raj",68
"64542",49,"raja",49
"64543",5,"rajab",4.26751071846172
"64544",7,"rajan",7
"64545",6,"rajapaks",6
"64546",40,"rajasthan",40
"64547",6,"rajasthani",6
"64548",7,"rajat",7
"64549",5,"rajendra",4.26751071846172
"64550",22,"raji",22
"64551",6,"rajiir",6
"64552",20,"rajiv",20
"64553",8,"rajma",8
"64554",54,"rajon",54
"64555",6,"rajoy",6
"64556",7,"raju",7
"64557",11,"rajya",11
"64558",46,"rak",46
"64559",321,"rake",321
"64560",116,"rakeback",116
"64561",5,"raker",4.26751071846172
"64562",5,"raki",4.26751071846172
"64563",15,"rakim",15
"64564",6,"rakish",6
"64565",11,"rakofski",11
"64566",7,"rakofsky’",7
"64567",7,"raku",7
"64568",122,"rakyat",122
"64569",9,"rakyat’",9
"64570",5,"ral",4.26751071846172
"64571",9,"ralegh",9
"64572",256,"raleigh",256
"64573",13,"raley",13
"64574",10,"ralf",10
"64575",7,"rall",7
"64576",1530,"ralli",1530
"64577",716,"ralph",716
"64578",20,"ralphi",20
"64579",13,"ralph’",13
"64580",21,"ralston",21
"64581",762,"ram",762
"64582",55,"rama",55
"64583",6,"ramachandran",6
"64584",13,"ramada",13
"64585",41,"ramadan",41
"64586",6,"ramadhan",6
"64587",9,"ramadhar",9
"64588",24,"ramallah",24
"64589",16,"raman",16
"64590",5,"ramanan",4.26751071846172
"64591",8,"ramapo",8
"64592",18,"ramayana",18
"64593",5,"rambachan",4.26751071846172
"64594",6,"rambam",6
"64595",5,"rambi",4.26751071846172
"64596",475,"rambl",475
"64597",5,"rambla",4.26751071846172
"64598",23,"rambler",23
"64599",17,"ramblin",17
"64600",66,"rambo",66
"64601",31,"rambuncti",31
"64602",5,"rambus",4.26751071846172
"64603",5,"rame",4.26751071846172
"64604",67,"ramekin",67
"64605",236,"ramen",236
"64606",7,"ramesh",7
"64607",5,"ramey",4.26751071846172
"64608",19,"rami",19
"64609",6,"ramiel",6
"64610",74,"ramif",74
"64611",5,"ramin",4.26751071846172
"64612",12,"ramir",12
"64613",152,"ramirez",152
"64614",12,"ramiro",12
"64615",5,"ramja",4.26751071846172
"64616",5,"ramlang",4.26751071846172
"64617",7,"rammi",7
"64618",18,"rammstein",18
"64619",79,"ramo",79
"64620",203,"ramon",203
"64621",68,"ramona",68
"64622",462,"ramp",462
"64623",6,"ramp-up",6
"64624",151,"rampag",151
"64625",212,"rampant",212
"64626",30,"rampart",30
"64627",28,"ramrod",28
"64628",12,"rams",12
"64629",5,"ramsajan",4.26751071846172
"64630",30,"ramsay",30
"64631",5,"ramsay’",4.26751071846172
"64632",159,"ramsey",159
"64633",6,"ramsey’",6
"64634",22,"ramshackl",22
"64635",6,"ramsland",6
"64636",5,"ramzi",4.26751071846172
"64637",8,"ram’",8
"64638",4559,"ran",4559
"64639",8,"ran-hanuel",8
"64640",9,"rana",9
"64641",14,"ranadivé",14
"64642",15,"ranbaxi",15
"64643",9,"ranbaxy’",9
"64644",7,"ranbir",7
"64645",5,"ranc",4.26751071846172
"64646",668,"ranch",668
"64647",5,"ranch-styl",4.26751071846172
"64648",106,"rancher",106
"64649",29,"ranchero",29
"64650",124,"rancho",124
"64651",8,"rancic",8
"64652",58,"rancid",58
"64653",11,"rancor",11
"64654",272,"rand",272
"64655",164,"randal",164
"64656",6,"rande",6
"64657",7,"randel",7
"64658",717,"randi",717
"64659",39,"randl",39
"64660",15,"rando",15
"64661",143,"randolph",143
"64662",5056,"random",5056
"64663",139,"random.org",139
"64664",9,"randomest",9
"64665",9,"randomis",9
"64666",7,"randyl",7
"64667",8,"randy’",8
"64668",22,"rand’",22
"64669",10,"rane",10
"64670",4039,"rang",4039
"64671",5,"ranga",4.26751071846172
"64672",17,"rangel",17
"64673",1800,"ranger",1800
"64674",5,"rangers-cap",4.26751071846172
"64675",44,"rango",44
"64676",14,"rangoon",14
"64677",5,"rangpur",4.26751071846172
"64678",27,"rani",27
"64679",5,"rania",4.26751071846172
"64680",6,"ranjeet",6
"64681",8,"ranjit",8
"64682",2076,"rank",2076
"64683",26,"rank-and-fil",26
"64684",6,"rankest",6
"64685",44,"rankin",44
"64686",20,"rankl",20
"64687",5,"ranma",4.26751071846172
"64688",37,"ransack",37
"64689",174,"ransom",174
"64690",922,"rant",922
"64691",9,"ranthambor",9
"64692",9,"ranti",9
"64693",7,"ranulf",7
"64694",6,"ranunculus",6
"64695",5,"ranveer",4.26751071846172
"64696",26,"rao",26
"64697",32,"raoul",32
"64698",1469,"rap",1469
"64699",13,"rapac",13
"64700",20,"rapaci",20
"64701",1552,"rape",1552
"64702",11,"raper",11
"64703",6,"rapese",6
"64704",6,"rapey",6
"64705",14,"raph",14
"64706",7,"rapha",7
"64707",65,"raphael",65
"64708",1275,"rapid",1275
"64709",17,"rapid-fir",17
"64710",10,"rapidshar",10
"64711",11,"rapier",11
"64712",7,"rapini",7
"64713",9,"rapino",9
"64714",160,"rapist",160
"64715",5,"rapley",4.26751071846172
"64716",7,"rapoko",7
"64717",22,"rapp",22
"64718",13,"rappaport",13
"64719",17,"rappel",17
"64720",930,"rapper",930
"64721",62,"rappin",62
"64722",74,"rapport",74
"64723",7,"rapporteur",7
"64724",7,"rapproch",7
"64725",7,"rapscallion",7
"64726",29,"rapt",29
"64727",101,"raptor",101
"64728",231,"raptur",231
"64729",6,"raptv",6
"64730",55,"rapunzel",55
"64731",31,"raquel",31
"64732",5,"raquell",4.26751071846172
"64733",17,"rar",17
"64734",6,"rara",6
"64735",3763,"rare",3763
"64736",13,"rarefi",13
"64737",48,"rarer",48
"64738",5,"rarero",4.26751071846172
"64739",50,"rarest",50
"64740",8,"rarifi",8
"64741",12,"raritan",12
"64742",129,"rariti",129
"64743",47,"ras",47
"64744",21,"rasa",21
"64745",17,"rasam",17
"64746",13,"rasberri",13
"64747",127,"rascal",127
"64748",9,"rase",9
"64749",268,"rash",268
"64750",8,"rasha",8
"64751",40,"rashad",40
"64752",15,"rashard",15
"64753",20,"rashe",20
"64754",8,"rasheeda",8
"64755",7,"rasher",7
"64756",12,"rashi",12
"64757",10,"rashib",10
"64758",28,"rashid",28
"64759",15,"rashida",15
"64760",10,"raskin",10
"64761",24,"rasmus",24
"64762",24,"rasmussen",24
"64763",6,"rasool",6
"64764",40,"rasp",40
"64765",6,"raspail",6
"64766",593,"raspberri",593
"64767",47,"raspi",47
"64768",26,"rasputin",26
"64769",9,"rassilon",9
"64770",7,"rast",7
"64771",19,"rasta",19
"64772",5,"rastafari",4.26751071846172
"64773",14,"rastafarian",14
"64774",980,"rat",980
"64775",7,"rata",7
"64776",10,"ratan",10
"64777",9,"ratatat",9
"64778",35,"ratatouill",35
"64779",338,"ratchet",338
"64780",13,"ratchett",13
"64781",10,"ratchlet",10
"64782",16,"ratcliff",16
"64783",7020,"rate",7020
"64784",19,"rateb",19
"64785",24,"ratepay",24
"64786",7,"rater",7
"64787",15,"rath",15
"64788",7,"rathbon",7
"64789",12421,"rather",12421
"64790",5,"rathor",4.26751071846172
"64791",15,"ratif",15
"64792",66,"ratifi",66
"64793",13,"ratigan",13
"64794",635,"ratio",635
"64795",910,"ration",910
"64796",154,"rational",154
"64797",26,"rationalis",26
"64798",23,"rationalist",23
"64799",24,"ratliff",24
"64800",205,"ratner",205
"64801",15,"ratner’",15
"64802",42,"raton",42
"64803",7,"ratt",7
"64804",6,"rattail",6
"64805",15,"rattan",15
"64806",39,"ratti",39
"64807",5,"rattigan",4.26751071846172
"64808",353,"rattl",353
"64809",31,"rattler",31
"64810",62,"rattlesnak",62
"64811",8,"rattner",8
"64812",6,"rattus",6
"64813",18,"ratzing",18
"64814",20,"rat’",20
"64815",16,"rauch",16
"64816",16,"rauchbier",16
"64817",70,"raucous",70
"64818",10,"rauf",10
"64819",91,"raul",91
"64820",42,"raunchi",42
"64821",33,"rauschenberg",33
"64822",8,"rauschenberg’",8
"64823",24,"rav",24
"64824",9,"rav4",9
"64825",144,"ravag",144
"64826",7,"ravan",7
"64827",547,"rave",547
"64828",32,"ravel",32
"64829",7,"ravello",7
"64830",71,"ravelri",71
"64831",1069,"raven",1069
"64832",17,"ravenclaw",17
"64833",5,"ravenel",4.26751071846172
"64834",10,"ravenna",10
"64835",5,"ravenscroft",4.26751071846172
"64836",12,"ravenswood",12
"64837",8,"raven’",8
"64838",18,"raver",18
"64839",79,"ravi",79
"64840",64,"ravin",64
"64841",11,"ravinia",11
"64842",158,"ravioli",158
"64843",56,"ravish",56
"64844",6,"ravitch",6
"64845",7,"ravi’",7
"64846",8,"ravon",8
"64847",1875,"raw",1875
"64848",5,"rawalpindi",4.26751071846172
"64849",15,"rawest",15
"64850",17,"rawhid",17
"64851",35,"rawk",35
"64852",30,"rawl",30
"64853",15,"rawlings-blak",15
"64854",58,"rawr",58
"64855",5,"rawrr",4.26751071846172
"64856",8,"rawson",8
"64857",2246,"ray",2246
"64858",9,"ray-ban",9
"64859",9,"ray-ray",9
"64860",19,"raya",19
"64861",24,"rayann",24
"64862",11,"rayban",11
"64863",19,"rayburn",19
"64864",12,"rayl",12
"64865",26,"raylan",26
"64866",5,"raylene’",4.26751071846172
"64867",6,"rayley",6
"64868",13,"rayloth",13
"64869",11,"rayman",11
"64870",264,"raymond",264
"64871",15,"rayn",15
"64872",9,"rayna",9
"64873",6,"rayner",6
"64874",11,"raynor",11
"64875",6,"rayo",6
"64876",32,"rayon",32
"64877",10,"rayong",10
"64878",6,"rayovacbattery.net",6
"64879",7,"rayray",7
"64880",13,"raytheon",13
"64881",6,"raytown",6
"64882",23,"ray’",23
"64883",12,"raz",12
"64884",28,"raza",28
"64885",68,"razak",68
"64886",16,"razali",16
"64887",28,"raze",28
"64888",333,"razor",333
"64889",25,"razor-sharp",25
"64890",36,"razorback",36
"64891",9,"razorblad",9
"64892",32,"razr",32
"64893",14,"razz",14
"64894",6,"razzberri",6
"64895",7,"razzi",7
"64896",10,"razzl",10
"64897",19,"razzleberri",19
"64898",6,"razzmatazz",6
"64899",10,"raúl",10
"64900",10,"ra’",10
"64901",296,"rb",296
"64902",8,"rb6",8
"64903",6,"rb7",6
"64904",10,"rba",10
"64905",13,"rbb",13
"64906",10,"rbc",10
"64907",5,"rbg",4.26751071846172
"64908",261,"rbi",261
"64909",85,"rbis",85
"64910",5,"rbi’",4.26751071846172
"64911",17,"rbms",17
"64912",5,"rbni",4.26751071846172
"64913",6,"rbp",6
"64914",5,"rbr",4.26751071846172
"64915",36,"rbs",36
"64916",116,"rc",116
"64917",41,"rca",41
"64918",5,"rcb",4.26751071846172
"64919",7,"rcc",7
"64920",7,"rcd",7
"64921",5,"rce",4.26751071846172
"64922",8,"rcf",8
"64923",12,"rci",12
"64924",6,"rcia",6
"64925",5,"rcl",4.26751071846172
"64926",30,"rcmp",30
"64927",5,"rcn",4.26751071846172
"64928",9,"rcp",9
"64929",6,"rcrd",6
"64930",11,"rcs",11
"64931",10,"rct",10
"64932",6,"rcvd",6
"64933",649,"rd",649
"64934",56,"rda",56
"64935",6,"rdb",6
"64936",5,"rder",4.26751071846172
"64937",28,"rdf",28
"64938",17,"rdg",17
"64939",24,"rdi",24
"64940",40,"rdio",40
"64941",13,"rdj",13
"64942",7,"rdn",7
"64943",31,"rds",31
"64944",10,"rdu",10
"64945",12,"rdv",12
"64946",5,"rdx",4.26751071846172
"64947",2764,"re",2764
"64948",6,"re-act",6
"64949",5,"re-activ",4.26751071846172
"64950",8,"re-add",8
"64951",9,"re-adjust",9
"64952",9,"re-affirm",9
"64953",26,"re-air",26
"64954",10,"re-align",10
"64955",13,"re-anim",13
"64956",9,"re-appear",9
"64957",21,"re-appli",21
"64958",7,"re-appropri",7
"64959",41,"re-arrang",41
"64960",6,"re-assembl",6
"64961",6,"re-assert",6
"64962",11,"re-assess",11
"64963",7,"re-assign",7
"64964",9,"re-assur",9
"64965",6,"re-attach",6
"64966",6,"re-bicycl",6
"64967",10,"re-birth",10
"64968",12,"re-blog",12
"64969",7,"re-boot",7
"64970",32,"re-brand",32
"64971",15,"re-build",15
"64972",8,"re-buy",8
"64973",7,"re-calibr",7
"64974",16,"re-cap",16
"64975",6,"re-captur",6
"64976",15,"re-charg",15
"64977",8,"re-check",8
"64978",5,"re-claim",4.26751071846172
"64979",5,"re-coat",4.26751071846172
"64980",5,"re-commit",4.26751071846172
"64981",35,"re-connect",35
"64982",5,"re-consid",4.26751071846172
"64983",6,"re-construct",6
"64984",70,"re-creat",70
"64985",5,"re-cut",4.26751071846172
"64986",5,"re-cycl",4.26751071846172
"64987",10,"re-decor",10
"64988",12,"re-defin",12
"64989",5,"re-deploy",4.26751071846172
"64990",33,"re-design",33
"64991",6,"re-develop",6
"64992",7,"re-did",7
"64993",18,"re-direct",18
"64994",23,"re-discov",23
"64995",71,"re-do",71
"64996",6,"re-don",6
"64997",5,"re-download",4.26751071846172
"64998",6,"re-draw",6
"64999",5,"re-dub",4.26751071846172
"65000",5,"re-dy",4.26751071846172
"65001",10,"re-edit",10
"65002",29,"re-educ",29
"65003",288,"re-elect",288
"65004",29,"re-emerg",29
"65005",46,"re-enact",46
"65006",11,"re-enactor",11
"65007",26,"re-energ",26
"65008",11,"re-enforc",11
"65009",19,"re-engag",19
"65010",11,"re-engin",11
"65011",49,"re-ent",49
"65012",39,"re-entri",39
"65013",7,"re-envis",7
"65014",46,"re-establish",46
"65015",77,"re-evalu",77
"65016",33,"re-examin",33
"65017",15,"re-fil",15
"65018",7,"re-finish",7
"65019",15,"re-focus",15
"65020",41,"re-follow",41
"65021",9,"re-form",9
"65022",5,"re-found",4.26751071846172
"65023",15,"re-fram",15
"65024",5,"re-gain",4.26751071846172
"65025",16,"re-gift",16
"65026",5,"re-grand",4.26751071846172
"65027",8,"re-group",8
"65028",5,"re-grout",4.26751071846172
"65029",9,"re-hash",9
"65030",19,"re-heat",19
"65031",5,"re-hom",4.26751071846172
"65032",10,"re-hydr",10
"65033",10,"re-ignit",10
"65034",8,"re-imag",8
"65035",36,"re-imagin",36
"65036",35,"re-ink",35
"65037",5,"re-inspir",4.26751071846172
"65038",23,"re-instal",23
"65039",7,"re-interpret",7
"65040",24,"re-introduc",24
"65041",37,"re-inv",37
"65042",7,"re-invent",7
"65043",25,"re-issu",25
"65044",5,"re-iter",4.26751071846172
"65045",9,"re-join",9
"65046",9,"re-key",9
"65047",26,"re-launch",26
"65048",30,"re-learn",30
"65049",6,"re-listen",6
"65050",30,"re-liv",30
"65051",9,"re-loc",9
"65052",5,"re-look",4.26751071846172
"65053",6,"re-mad",6
"65054",16,"re-mak",16
"65055",5,"re-mast",4.26751071846172
"65056",7,"re-match",7
"65057",8,"re-ment",8
"65058",6,"re-mix",6
"65059",15,"re-nam",15
"65060",7,"re-occur",7
"65061",10,"re-offend",10
"65062",145,"re-open",145
"65063",18,"re-ord",18
"65064",23,"re-organ",23
"65065",10,"re-organis",10
"65066",9,"re-ori",9
"65067",5,"re-pack",4.26751071846172
"65068",6,"re-packag",6
"65069",9,"re-paint",9
"65070",7,"re-phil",7
"65071",9,"re-pin",9
"65072",8,"re-posit",8
"65073",68,"re-post",68
"65074",6,"re-pres",6
"65075",5,"re-press",4.26751071846172
"65076",9,"re-print",9
"65077",9,"re-priorit",9
"65078",6,"re-program",6
"65079",16,"re-publish",16
"65080",39,"re-purpos",39
"65081",307,"re-read",307
"65082",36,"re-record",36
"65083",8,"re-regist",8
"65084",83,"re-releas",83
"65085",5,"re-rip",4.26751071846172
"65086",5,"re-rol",4.26751071846172
"65087",5,"re-roof",4.26751071846172
"65088",12,"re-rout",12
"65089",75,"re-run",75
"65090",11,"re-schedul",11
"65091",12,"re-sel",12
"65092",15,"re-send",15
"65093",11,"re-set",11
"65094",6,"re-shoot",6
"65095",62,"re-sign",62
"65096",8,"re-siz",8
"65097",17,"re-start",17
"65098",12,"re-stock",12
"65099",6,"re-styl",6
"65100",6,"re-submit",6
"65101",6,"re-surfac",6
"65102",13,"re-tak",13
"65103",23,"re-tel",23
"65104",49,"re-think",49
"65105",8,"re-tool",8
"65106",5,"re-trac",4.26751071846172
"65107",246,"re-tweet",246
"65108",5,"re-typ",4.26751071846172
"65109",17,"re-unit",17
"65110",32,"re-up",32
"65111",9,"re-upload",9
"65112",102,"re-us",102
"65113",14,"re-vamp",14
"65114",28,"re-visit",28
"65115",96,"re-watch",96
"65116",7,"re-wir",7
"65117",29,"re-work",29
"65118",6,"re-wrap",6
"65119",79,"re-writ",79
"65120",18,"re-written",18
"65121",8,"re-wrot",8
"65122",46,"rea",46
"65123",6,"reaaallli",6
"65124",7,"reaalli",7
"65125",5,"reabsorb",4.26751071846172
"65126",8941,"reach",8941
"65127",19,"reachabl",19
"65128",10,"reacher",10
"65129",7,"reachin",7
"65130",32,"reacquaint",32
"65131",1073,"react",1073
"65132",2271,"reaction",2271
"65133",84,"reactionari",84
"65134",117,"reactiv",117
"65135",343,"reactor",343
"65136",43126,"read",43126
"65137",5,"read-a-long",4.26751071846172
"65138",13,"read-a-thon",13
"65139",23,"read-aloud",23
"65140",10,"read-in",10
"65141",7,"read-on",7
"65142",11,"read-through",11
"65143",166,"readabl",166
"65144",5,"readalik",4.26751071846172
"65145",20,"readathon",20
"65146",6,"readdi",6
"65147",6553,"reader",6553
"65148",142,"readership",142
"65149",81,"reader’",81
"65150",20437,"readi",20437
"65151",368,"readili",368
"65152",30,"readin",30
"65153",5,"readington",4.26751071846172
"65154",51,"readjust",51
"65155",5,"readout",4.26751071846172
"65156",33,"ready-mad",33
"65157",10,"ready-to-wear",10
"65158",5,"readymad",4.26751071846172
"65159",7,"readyset",7
"65160",15,"readyy",15
"65161",100,"reaffirm",100
"65162",499,"reagan",499
"65163",5,"reaganom",4.26751071846172
"65164",28,"reagan’",28
"65165",5,"reagent",4.26751071846172
"65166",8,"reair",8
"65167",8,"reak",8
"65168",24589,"real",24589
"65169",39,"real-est",39
"65170",191,"real-lif",191
"65171",7,"real-liv",7
"65172",187,"real-tim",187
"65173",79,"real-world",79
"65174",5,"realeas",4.26751071846172
"65175",13,"realer",13
"65176",78,"realest",78
"65177",76,"reali",76
"65178",95,"realign",95
"65179",1861,"realis",1861
"65180",192,"realism",192
"65181",1091,"realist",1091
"65182",5611,"realiti",5611
"65183",13,"reality-bas",13
"65184",6,"reality’",6
"65185",12511,"realiz",12511
"65186",41,"reall",41
"65187",77456,"realli",77456
"65188",6,"reallli",6
"65189",5,"realllli",4.26751071846172
"65190",15,"realloc",15
"65191",8,"reallyy",8
"65192",711,"realm",711
"65193",10,"realmcrash",10
"65194",7,"realmspac",7
"65195",9,"realpolitik",9
"65196",9,"realsi",9
"65197",10,"realtalk",10
"65198",75,"realti",75
"65199",24,"realtim",24
"65200",12,"realtionship",12
"65201",260,"realtor",260
"65202",5,"realtor.com",4.26751071846172
"65203",5,"realtytrac",4.26751071846172
"65204",35,"realz",35
"65205",6,"realzi",6
"65206",41,"ream",41
"65207",26,"reanim",26
"65208",319,"reap",319
"65209",126,"reaper",126
"65210",119,"reappear",119
"65211",38,"reappli",38
"65212",7,"reapplic",7
"65213",15,"reappoint",15
"65214",9,"reapprais",9
"65215",7,"reappropri",7
"65216",880,"rear",880
"65217",24,"rear-end",24
"65218",12,"rear-fac",12
"65219",26,"rear-view",26
"65220",5,"reardon",4.26751071846172
"65221",6,"rearguard",6
"65222",6,"rearm",6
"65223",233,"rearrang",233
"65224",37,"rearview",37
"65225",9,"rearward",9
"65226",5,"reasearch",4.26751071846172
"65227",18865,"reason",18865
"65228",8,"reason’",8
"65229",46,"reassembl",46
"65230",20,"reassert",20
"65231",91,"reassess",91
"65232",57,"reassign",57
"65233",494,"reassur",494
"65234",5,"reat",4.26751071846172
"65235",6,"reatard",6
"65236",22,"reattach",22
"65237",20,"reauthor",20
"65238",11,"reaver",11
"65239",31,"reawaken",31
"65240",13,"reax",13
"65241",40,"reb",40
"65242",32,"reba",32
"65243",12,"rebalanc",12
"65244",7,"rebar",7
"65245",97,"rebat",97
"65246",7,"rebb",7
"65247",5,"rebeca",4.26751071846172
"65248",516,"rebecca",516
"65249",5,"rebecca’",4.26751071846172
"65250",68,"rebekah",68
"65251",11,"rebekkah",11
